Age,Gender,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
46,Female,Travel_Frequently,Research & Development,19,4,Technical Degree,1,4,2,Sales Representative,3,Divorced,6174.0,1,No,25,3,4,0,23,2,3,23,22,4,19,No
47,Female,Travel_Rarely,Research & Development,13,2,Life Sciences,1,3,5,Laboratory Technician,1,Single,15572.0,8,No,25,3,2,2,24,4,1,20,17,2,16,No
33,Female,Travel_Rarely,Research & Development,3,1,Human Resources,4,4,5,Human Resources,2,Married,13518.0,7,No,18,3,3,0,13,6,1,12,11,1,8,No
57,Female,Travel_Frequently,Research & Development,4,5,Technical Degree,2,4,2,Manufacturing Director,1,Single,9561.0,0,No,12,3,4,1,39,4,2,35,35,1,35,No
36,Male,Travel_Rarely,Sales,1,1,Technical Degree,4,3,3,Research Scientist,2,Divorced,9319.0,4,No,24,3,1,3,13,3,3,9,6,0,9,No
35,Female,Travel_Rarely,Research & Development,22,2,Marketing,4,4,2,Manager,3,Married,5965.0,1,Yes,23,3,1,0,14,1,4,11,10,2,7,No
18,Male,Travel_Rarely,Sales,1,3,Other,4,2,3,Human Resources,1,Married,6891.0,4,No,23,3,4,1,0,6,4,0,0,0,0,No
31,Male,Travel_Frequently,Sales,11,5,Other,1,3,3,Research Scientist,3,Married,7516.0,7,Yes,17,4,4,0,9,0,4,8,5,2,5,Yes
19,Female,Travel_Rarely,Sales,16,3,Medical,2,4,2,Manufacturing Director,1,Single,4292.0,8,Yes,20,3,3,0,0,0,4,0,0,0,0,Yes
45,Male,Travel_Frequently,Sales,4,3,Human Resources,4,3,1,Healthcare Representative,2,Divorced,5283.0,8,No,25,3,2,2,26,4,2,26,24,1,25,No
47,Male,Travel_Frequently,Sales,29,5,Other,1,4,5,Human Resources,1,Single,14066.0,0,Yes,17,3,1,0,25,5,3,25,25,4,21,Yes
55,Female,Travel_Rarely,Research & Development,7,5,Marketing,3,4,4,Sales Representative,4,Single,14240.0,6,Yes,14,3,2,2,33,2,2,28,26,1,28,No
21,Male,Travel_Rarely,Sales,12,1,Human Resources,3,2,2,Healthcare Representative,4,Married,5034.0,7,Yes,22,3,1,1,0,3,1,0,0,0,0,No
18,Female,Travel_Rarely,Research & Development,6,2,Technical Degree,4,2,3,Manager,1,Divorced,6227.0,2,Yes,20,4,2,1,0,1,3,0,0,0,0,No
25,Female,Travel_Rarely,Research & Development,24,3,Life Sciences,4,2,2,Human Resources,4,Divorced,3927.0,5,No,12,3,1,2,6,4,3,0,0,0,0,No
46,Male,Travel_Rarely,Sales,20,2,Life Sciences,2,4,5,Manufacturing Director,3,Married,17124.0,2,Yes,14,3,2,3,26,5,4,21,20,1,18,No
56,Male,Travel_Rarely,Human Resources,9,2,Other,2,2,3,Research Scientist,4,Divorced,11883.0,8,No,14,3,3,0,35,3,4,35,34,3,34,No
20,Female,Travel_Rarely,Research & Development,26,4,Medical,4,3,4,Healthcare Representative,4,Married,9081.0,2,No,22,3,1,1,0,5,4,0,0,0,0,No
49,Male,Travel_Rarely,Research & Development,8,1,Life Sciences,1,4,4,Sales Representative,3,Married,11565.0,1,No,22,3,3,1,26,3,4,22,20,2,18,No
27,Female,Travel_Rarely,Research & Development,14,3,Medical,4,3,4,Manufacturing Director,3,Divorced,10944.0,8,No,16,3,1,3,7,4,1,1,1,1,0,No
27,Female,Travel_Rarely,Research & Development,15,5,Life Sciences,2,2,1,Sales Executive,2,Divorced,4181.0,7,No,24,3,1,1,5,3,4,1,0,1,0,Yes
36,Female,Travel_Rarely,Human Resources,21,5,Medical,2,4,3,Research Director,3,Divorced,7163.0,7,Yes,17,3,1,2,14,6,2,10,10,3,6,No
51,Female,Travel_Frequently,Research & Development,22,2,Medical,1,3,3,Healthcare Representative,1,Divorced,11458.0,1,No,13,3,2,3,33,2,3,32,29,3,31,No
50,Female,Travel_Rarely,Research & Development,5,1,Technical Degree,4,1,1,Research Scientist,4,Single,6538.0,5,No,25,3,1,1,30,3,1,30,29,5,28,No
40,Female,Travel_Rarely,Research & Development,15,1,Marketing,2,3,3,Laboratory Technician,2,Married,11300.0,4,No,20,3,3,3,17,1,1,10,7,1,6,No
45,Male,Travel_Rarely,Human Resources,6,3,Life Sciences,4,4,1,Healthcare Representative,3,Married,7249.0,1,No,11,3,2,3,25,3,3,18,16,3,16,No
49,Female,Travel_Frequently,Sales,1,3,Human Resources,2,1,2,Manufacturing Director,4,Married,7144.0,4,Yes,13,4,2,1,27,6,3,21,18,1,20,No
24,Male,Travel_Rarely,Research & Development,20,2,Other,3,2,5,Human Resources,1,Married,10495.0,3,No,19,3,1,1,1,0,3,0,0,0,0,No
46,Male,Non-Travel,Sales,9,2,Marketing,3,2,4,Human Resources,1,Single,11746.0,8,Yes,11,4,4,1,25,6,1,24,22,2,24,No
25,Male,Travel_Frequently,Research & Development,4,2,Technical Degree,3,3,1,Research Director,2,Divorced,3585.0,0,No,23,4,2,3,7,3,2,5,5,3,4,No
18,Female,Travel_Rarely,Research & Development,2,4,Technical Degree,2,2,1,Research Scientist,1,Divorced,3615.0,5,No,18,3,1,2,0,5,2,0,0,0,0,Yes
20,Female,Travel_Rarely,Research & Development,6,1,Technical Degree,1,3,1,Healthcare Representative,4,Divorced,2448.0,6,No,12,3,3,2,1,4,3,0,0,0,0,No
41,Male,Travel_Rarely,Research & Development,2,2,Other,3,3,2,Research Director,3,Married,8151.0,5,No,16,3,4,0,22,0,1,19,16,1,18,No
40,Female,Travel_Rarely,Research & Development,3,1,Life Sciences,2,3,1,Research Director,1,Single,4902.0,4,No,13,3,2,1,22,4,4,19,19,0,16,No
25,Male,Travel_Rarely,Research & Development,7,5,Life Sciences,4,3,5,Sales Representative,3,Single,12046.0,3,No,17,3,4,2,4,5,1,0,0,0,0,No
54,Female,Travel_Rarely,Research & Development,20,5,Medical,3,4,5,Manufacturing Director,4,Divorced,15375.0,4,Yes,12,3,2,0,32,1,3,29,27,0,29,No
20,Female,Non-Travel,Research & Development,17,1,Medical,1,4,4,Laboratory Technician,4,Married,7323.0,8,No,14,3,4,0,0,2,1,0,0,0,0,Yes
50,Female,Travel_Rarely,Research & Development,9,5,Human Resources,1,1,2,Research Director,3,Divorced,9588.0,4,No,20,3,4,1,32,1,1,27,25,1,23,No
45,Male,Travel_Rarely,Sales,22,5,Medical,1,1,5,Research Director,4,Married,14591.0,7,No,19,3,3,0,24,0,1,19,17,2,15,No
25,Male,Travel_Rarely,Research & Development,9,5,Other,4,2,3,Healthcare Representative,2,Divorced,6363.0,6,No,16,3,4,2,5,5,4,5,3,1,3,No
51,Male,Travel_Rarely,Human Resources,19,3,Marketing,4,4,3,Laboratory Technician,1,Divorced,12881.0,3,No,14,3,3,0,32,5,3,29,27,1,26,No
52,Female,Travel_Frequently,Sales,5,3,Life Sciences,1,1,3,Healthcare Representative,2,Single,10860.0,4,No,12,3,1,0,33,2,3,29,26,1,26,No
49,Female,Travel_Rarely,Research & Development,25,1,Medical,1,4,1,Manufacturing Director,2,Married,7098.0,6,Yes,20,3,2,2,29,3,3,26,26,2,25,No
41,Male,Travel_Frequently,Sales,6,1,Other,1,4,1,Research Director,2,Single,5324.0,5,No,24,3,3,0,23,0,2,21,21,1,18,No
31,Male,Travel_Rarely,Research & Development,18,4,Other,4,2,3,Research Scientist,3,Single,9789.0,2,No,19,3,2,0,12,2,2,10,10,2,6,No
49,Male,Travel_Frequently,Sales,1,3,Human Resources,4,2,4,Research Director,3,Divorced,12636.0,2,No,25,3,3,3,27,6,3,23,21,3,23,No
60,Female,Travel_Rarely,Research & Development,25,1,Medical,2,3,4,Manager,4,Married,12843.0,1,No,14,3,2,0,37,6,1,37,34,4,36,No
33,Male,Travel_Frequently,Sales,17,3,Human Resources,3,4,1,Manufacturing Director,3,Married,4879.0,2,No,19,4,3,0,13,4,1,13,11,2,10,No
21,Female,Travel_Frequently,Research & Development,14,4,Technical Degree,4,3,3,Laboratory Technician,4,Divorced,8136.0,0,No,24,3,2,3,1,2,3,0,0,0,0,No
54,Female,Travel_Frequently,Research & Development,15,1,Technical Degree,1,3,4,Healthcare Representative,3,Divorced,13665.0,8,No,12,4,1,3,35,4,4,30,30,3,28,No
38,Male,Travel_Rarely,Research & Development,5,1,Technical Degree,3,3,1,Manager,4,Divorced,5811.0,1,No,17,3,2,3,20,6,4,19,17,3,16,No
31,Female,Travel_Rarely,Research & Development,17,1,Medical,4,4,3,Sales Executive,1,Married,8066.0,2,No,21,3,1,1,9,6,1,5,4,2,5,Yes
48,Female,Travel_Rarely,Research & Development,21,1,Other,3,4,2,Sales Executive,4,Divorced,8556.0,4,Yes,21,4,1,1,30,4,1,27,25,3,27,No
35,Female,Non-Travel,Research & Development,21,2,Other,2,3,3,Laboratory Technician,1,Divorced,9457.0,3,Yes,15,3,1,2,14,5,2,8,7,1,5,Yes
24,Female,Travel_Rarely,Sales,23,3,Life Sciences,4,4,3,Research Scientist,4,Single,6330.0,4,No,18,3,4,0,3,2,4,0,0,0,0,No
27,Male,Travel_Frequently,Sales,23,3,Technical Degree,1,3,5,Sales Executive,3,Divorced,11629.0,5,Yes,21,3,2,2,4,5,1,3,0,0,0,No
24,Female,Travel_Rarely,Sales,11,3,Medical,1,1,5,Research Director,3,Divorced,11982.0,4,No,24,3,4,1,5,6,1,0,0,0,0,No
50,Male,Travel_Rarely,Research & Development,10,4,Life Sciences,2,4,2,Sales Executive,1,Married,9249.0,0,Yes,18,3,4,0,31,5,3,27,27,2,25,No
40,Female,Travel_Rarely,Research & Development,17,2,Other,2,2,2,Research Director,2,Divorced,6852.0,5,Yes,24,3,2,0,21,1,2,17,15,1,13,No
38,Male,Travel_Rarely,Research & Development,25,3,Life Sciences,2,2,3,Healthcare Representative,2,Married,10704.0,8,No,24,4,1,3,15,1,4,10,9,1,9,No
36,Female,Travel_Rarely,Research & Development,1,3,Technical Degree,2,3,4,Manufacturing Director,4,Single,12186.0,2,No,14,3,4,1,15,5,4,8,7,1,6,No
36,Male,Travel_Rarely,Research & Development,5,1,Marketing,2,1,2,Research Director,3,Single,7991.0,1,Yes,23,4,4,0,18,5,2,17,15,2,13,No
53,Female,Travel_Rarely,Sales,16,1,Technical Degree,4,4,3,Research Director,2,Married,12390.0,5,Yes,14,3,3,3,30,4,1,25,24,1,21,Yes
46,Male,Travel_Frequently,Sales,7,1,Technical Degree,4,3,1,Research Director,3,Divorced,5712.0,2,Yes,25,3,2,0,23,5,4,23,20,4,23,No
35,Male,Travel_Rarely,Research & Development,12,3,Medical,3,1,5,Laboratory Technician,3,Married,13216.0,3,No,18,4,4,1,17,0,4,14,13,3,10,No
19,Male,Travel_Frequently,Sales,8,1,Marketing,2,1,4,Research Director,3,Divorced,7820.0,5,Yes,13,3,2,2,0,2,4,0,0,0,0,No
18,Female,Travel_Rarely,Research & Development,18,3,Human Resources,1,4,3,Sales Executive,4,Divorced,5967.0,5,No,17,4,2,2,0,0,3,0,0,0,0,No
22,Female,Travel_Frequently,Sales,1,4,Marketing,1,2,1,Manufacturing Director,1,Divorced,1887.0,1,No,18,3,4,0,4,1,2,2,0,0,0,No
37,Male,Travel_Rarely,Research & Development,20,4,Marketing,2,2,5,Healthcare Representative,4,Married,12925.0,2,No,18,3,2,3,16,0,4,16,13,0,15,No
28,Female,Travel_Rarely,Research & Development,12,5,Other,2,1,1,Manager,2,Single,3649.0,8,Yes,21,4,1,3,8,3,2,6,4,2,2,Yes
59,Male,Travel_Rarely,Research & Development,4,2,Life Sciences,2,2,3,Healthcare Representative,1,Married,13273.0,1,No,20,4,4,3,39,3,1,33,31,3,29,No
19,Male,Travel_Rarely,Research & Development,26,1,Other,2,1,2,Healthcare Representative,2,Divorced,5198.0,2,No,14,3,4,1,0,1,2,0,0,0,0,No
20,Female,Travel_Rarely,Research & Development,12,1,Human Resources,2,1,5,Healthcare Representative,1,Married,9946.0,8,No,19,3,4,2,0,0,3,0,0,0,0,No
40,Female,Travel_Frequently,Sales,22,2,Marketing,1,1,1,Human Resources,1,Single,5520.0,3,No,25,3,3,2,18,2,3,15,14,1,15,No
29,Female,Travel_Frequently,Sales,1,2,Medical,3,2,2,Laboratory Technician,4,Married,6929.0,0,No,20,4,3,0,10,1,2,5,3,0,5,No
37,Female,Travel_Rarely,Sales,1,5,Human Resources,2,3,4,Research Scientist,3,Single,10971.0,1,Yes,14,3,3,2,16,3,3,13,11,2,10,No
22,Female,Travel_Frequently,Research & Development,3,2,Technical Degree,2,2,3,Research Scientist,3,Single,7678.0,2,No,18,3,3,3,0,1,4,0,0,0,0,No
54,Female,Travel_Rarely,Research & Development,21,3,Technical Degree,2,3,3,Research Director,1,Divorced,12338.0,8,No,16,3,4,1,33,0,3,29,29,3,28,No
55,Male,Travel_Rarely,Sales,12,1,Other,4,2,5,Healthcare Representative,4,Single,14962.0,8,No,15,3,1,3,34,0,1,32,32,3,29,No
47,Male,Travel_Rarely,Research & Development,22,2,Human Resources,1,4,1,Healthcare Representative,2,Married,8373.0,5,No,25,4,2,3,28,0,2,28,28,3,24,No
26,Male,Travel_Frequently,Research & Development,21,3,Other,1,4,4,Manager,2,Married,8606.0,5,No,14,3,2,2,3,4,2,0,0,0,0,Yes
51,Female,Travel_Rarely,Research & Development,13,2,Medical,3,2,5,Human Resources,3,Divorced,16512.0,2,Yes,15,3,4,1,31,0,1,30,28,1,29,No
52,Male,Non-Travel,Research & Development,29,3,Technical Degree,4,4,5,Sales Representative,3,Married,16779.0,4,Yes,25,3,1,1,33,5,1,30,30,2,27,No
39,Female,Travel_Rarely,Research & Development,13,4,Other,4,4,1,Healthcare Representative,2,Divorced,3648.0,3,No,23,3,2,3,17,3,1,16,13,1,15,No
41,Female,Travel_Frequently,Research & Development,21,3,Life Sciences,4,4,4,Healthcare Representative,2,Married,11661.0,8,No,25,3,1,0,18,6,1,13,13,4,9,Yes
34,Female,Travel_Frequently,Research & Development,9,5,Other,3,4,1,Human Resources,4,Married,4818.0,8,No,21,4,4,2,12,3,4,12,12,0,10,No
27,Male,Travel_Frequently,Research & Development,18,3,Other,3,3,3,Human Resources,2,Single,6089.0,0,No,11,3,3,0,4,4,3,1,0,1,0,No
47,Male,Travel_Rarely,Sales,28,2,Marketing,3,1,2,Research Scientist,4,Single,8240.0,7,No,17,3,1,3,25,3,3,19,17,4,18,No
40,Female,Travel_Rarely,Sales,28,4,Life Sciences,4,3,3,Sales Representative,3,Single,10643.0,8,Yes,18,3,2,2,21,3,4,18,16,1,18,No
49,Male,Travel_Rarely,Research & Development,1,4,Life Sciences,1,1,3,Sales Executive,2,Married,11452.0,4,No,22,3,2,0,26,1,1,19,18,2,15,No
34,Female,Travel_Rarely,Sales,6,3,Medical,4,1,5,Manufacturing Director,3,Divorced,12293.0,3,Yes,19,3,2,0,11,6,2,5,4,4,4,Yes
34,Female,Travel_Frequently,Human Resources,25,2,Marketing,3,2,3,Research Scientist,1,Divorced,9940.0,3,No,23,3,3,0,13,6,2,13,13,2,9,Yes
31,Male,Travel_Rarely,Research & Development,23,4,Life Sciences,4,2,4,Human Resources,1,Divorced,11475.0,1,No,13,3,1,2,10,0,2,3,1,3,3,No
26,Female,Travel_Rarely,Research & Development,24,3,Marketing,2,2,3,Manager,1,Single,8017.0,8,No,25,3,1,0,8,5,1,5,5,1,1,No
57,Female,Travel_Rarely,Sales,5,3,Marketing,4,2,4,Manufacturing Director,2,Married,13457.0,4,No,19,4,2,1,35,5,4,34,31,2,34,No
19,Female,Travel_Rarely,Research & Development,26,3,Technical Degree,4,2,1,Laboratory Technician,3,Single,1151.0,2,Yes,20,3,1,3,0,1,4,0,0,0,0,No
42,Female,Travel_Frequently,Sales,4,4,Life Sciences,1,3,5,Manufacturing Director,2,Married,14940.0,5,Yes,15,3,2,2,24,5,4,22,20,3,19,No
56,Male,Travel_Rarely,Sales,6,1,Technical Degree,1,3,4,Research Scientist,3,Married,15368.0,8,No,20,3,1,1,35,1,3,30,28,3,26,No
26,Male,Travel_Frequently,Human Resources,3,2,Other,1,4,3,Healthcare Representative,4,Married,7068.0,8,No,16,3,3,0,4,6,3,0,0,0,0,Yes
39,Female,Travel_Rarely,Sales,17,5,Other,2,3,5,Human Resources,2,Single,12627.0,4,No,11,3,3,3,16,6,3,15,13,3,12,No
60,Female,Travel_Rarely,Research & Development,11,5,Technical Degree,1,3,5,Manager,1,Married,17742.0,7,No,19,3,4,0,40,6,3,38,37,3,38,No
21,Female,Travel_Rarely,Sales,4,2,Other,2,2,4,Research Scientist,4,Single,8957.0,3,No,19,3,4,1,0,5,2,0,0,0,0,No
43,Male,Travel_Rarely,Research & Development,25,1,Technical Degree,3,4,4,Manager,3,Single,12864.0,4,Yes,16,4,4,0,24,3,2,19,17,2,18,No
46,Male,Travel_Rarely,Research & Development,20,2,Medical,1,3,2,Human Resources,2,Married,7677.0,6,Yes,18,3,1,2,25,6,4,25,22,0,24,No
51,Male,Travel_Frequently,Research & Development,1,3,Marketing,4,3,2,Manufacturing Director,3,Married,8567.0,6,No,14,3,3,1,30,2,3,29,29,4,26,No
40,Male,Travel_Rarely,Research & Development,4,2,Medical,4,4,5,Sales Executive,3,Married,13073.0,6,Yes,15,3,3,2,17,0,4,13,11,1,11,No
54,Male,Travel_Rarely,Research & Development,23,2,Life Sciences,2,1,2,Research Scientist,2,Single,10099.0,7,No,15,3,3,3,35,2,1,30,28,2,26,No
28,Female,Travel_Frequently,Sales,3,4,Medical,1,2,3,Healthcare Representative,2,Married,7045.0,4,No,17,4,2,2,5,3,3,0,0,0,0,No
23,Male,Travel_Rarely,Research & Development,10,5,Medical,4,3,1,Sales Representative,3,Married,3333.0,0,Yes,17,3,1,2,4,4,3,0,0,0,0,No
35,Male,Travel_Frequently,Sales,22,5,Other,3,3,5,Research Director,3,Divorced,12691.0,8,No,17,3,1,0,15,1,4,8,8,2,4,No
38,Female,Travel_Rarely,Research & Development,1,3,Human Resources,1,4,1,Laboratory Technician,4,Divorced,5198.0,8,No,15,4,4,0,17,5,4,13,10,6,9,No
59,Male,Travel_Rarely,Research & Development,27,3,Human Resources,3,3,2,Human Resources,1,Divorced,10733.0,6,No,14,3,2,1,38,5,1,38,37,0,37,No
53,Female,Travel_Rarely,Research & Development,4,4,Technical Degree,4,2,4,Research Scientist,3,Married,14048.0,5,Yes,18,3,2,3,33,3,4,33,30,4,31,No
58,Female,Travel_Rarely,Sales,19,3,Life Sciences,1,3,5,Manufacturing Director,1,Single,17825.0,4,No,11,3,3,1,40,5,3,34,33,2,30,No
55,Male,Travel_Rarely,Sales,1,1,Human Resources,2,1,2,Manufacturing Director,4,Divorced,8767.0,4,No,11,3,4,3,32,3,2,31,31,1,28,No
51,Male,Travel_Rarely,Research & Development,16,4,Other,4,2,3,Manager,1,Single,11873.0,2,No,16,3,1,3,31,2,1,25,24,2,24,No
34,Male,Travel_Frequently,Research & Development,19,4,Life Sciences,3,1,5,Manager,1,Divorced,12860.0,0,Yes,12,3,2,2,11,4,1,8,5,4,4,Yes
54,Male,Travel_Rarely,Human Resources,20,2,Marketing,1,4,5,Laboratory Technician,4,Divorced,15071.0,5,No,22,3,3,0,32,1,3,32,31,1,30,No
42,Female,Travel_Rarely,Research & Development,21,2,Technical Degree,3,2,4,Human Resources,3,Single,10234.0,7,No,13,3,1,3,21,5,2,16,16,2,15,No
55,Female,Travel_Rarely,Sales,22,1,Other,3,3,5,Healthcare Representative,1,Divorced,14276.0,1,No,14,4,3,0,32,4,4,29,28,2,27,No
29,Male,Travel_Rarely,Research & Development,18,4,Medical,2,2,4,Research Scientist,3,Single,8312.0,7,No,24,3,1,3,10,4,4,3,1,3,1,No
40,Female,Travel_Rarely,Sales,2,4,Marketing,2,2,2,Manager,3,Married,7334.0,7,No,12,3,3,0,17,4,2,10,7,1,8,Yes
59,Female,Travel_Rarely,Sales,6,2,Medical,4,2,3,Laboratory Technician,2,Married,11858.0,7,No,20,3,1,1,37,0,2,35,33,0,34,No
39,Female,Non-Travel,Sales,21,5,Human Resources,2,1,3,Research Director,3,Single,9378.0,2,Yes,17,3,4,0,18,4,3,14,14,2,10,No
38,Male,Travel_Rarely,Research & Development,1,5,Life Sciences,2,4,5,Laboratory Technician,3,Single,13538.0,7,No,25,3,1,2,18,6,4,15,14,1,15,No
44,Female,Travel_Rarely,Sales,19,2,Marketing,4,2,5,Healthcare Representative,1,Married,14824.0,3,Yes,20,3,1,3,22,3,3,18,16,0,14,Yes
48,Female,Travel_Rarely,Research & Development,27,3,Other,4,3,2,Manufacturing Director,3,Single,9000.0,2,No,11,3,1,2,27,0,4,21,19,1,20,No
23,Female,Travel_Rarely,Sales,5,4,Medical,4,2,4,Manufacturing Director,3,Married,8839.0,8,No,13,3,3,3,0,6,4,0,0,0,0,No
44,Male,Travel_Rarely,Sales,29,1,Human Resources,4,2,3,Research Scientist,2,Married,10593.0,7,No,12,3,2,2,26,0,2,20,19,2,20,No
57,Female,Travel_Rarely,Research & Development,28,5,Medical,3,4,4,Research Director,2,Single,14779.0,1,No,23,3,1,3,39,4,3,37,34,2,37,No
51,Female,Travel_Rarely,Research & Development,28,3,Life Sciences,3,3,2,Laboratory Technician,1,Divorced,10453.0,7,No,19,3,1,0,32,5,2,32,30,2,29,No
29,Female,Travel_Rarely,Human Resources,2,4,Life Sciences,4,3,3,Manufacturing Director,1,Single,5996.0,2,Yes,18,3,4,3,8,5,3,1,0,0,0,No
24,Female,Travel_Frequently,Human Resources,1,3,Human Resources,4,1,3,Manager,2,Married,6897.0,5,No,13,3,1,2,6,5,4,4,4,3,1,No
27,Female,Travel_Rarely,Sales,16,4,Technical Degree,1,3,1,Human Resources,2,Divorced,4029.0,4,No,15,3,4,2,7,5,1,0,0,0,0,No
34,Female,Non-Travel,Research & Development,25,4,Human Resources,1,3,2,Manufacturing Director,4,Divorced,7347.0,7,No,13,4,1,3,13,3,1,13,13,1,10,No
43,Female,Travel_Rarely,Research & Development,21,2,Technical Degree,1,3,2,Laboratory Technician,3,Married,8234.0,8,No,24,3,3,3,23,5,3,17,15,3,14,No
38,Male,Travel_Frequently,Research & Development,2,2,Human Resources,2,2,1,Healthcare Representative,1,Divorced,4734.0,6,No,21,3,2,1,18,1,3,18,18,1,17,No
45,Male,Travel_Frequently,Research & Development,26,1,Human Resources,3,1,4,Human Resources,1,Divorced,14525.0,5,No,23,4,2,1,27,4,2,20,18,0,18,No
19,Male,Travel_Frequently,Research & Development,4,1,Life Sciences,3,3,1,Sales Executive,3,Single,2360.0,5,No,22,3,2,0,0,0,4,0,0,0,0,Yes
60,Male,Travel_Rarely,Sales,3,3,Technical Degree,1,3,2,Healthcare Representative,3,Married,9978.0,0,No,21,3,3,0,37,1,1,33,33,2,30,No
18,Male,Travel_Rarely,Sales,23,2,Human Resources,1,3,4,Manufacturing Director,1,Divorced,9999.0,4,No,22,3,4,0,0,5,2,0,0,0,0,No
53,Male,Travel_Rarely,Research & Development,17,4,Medical,3,2,3,Healthcare Representative,2,Married,12278.0,7,No,21,4,2,0,35,1,3,33,32,1,33,No
43,Female,Travel_Rarely,Sales,15,2,Life Sciences,2,2,1,Sales Representative,2,Single,6796.0,5,No,16,3,3,0,25,0,4,22,21,1,22,No
46,Male,Travel_Rarely,Research & Development,10,4,Marketing,1,1,4,Sales Representative,3,Single,13201.0,0,No,15,3,3,3,23,5,2,16,15,4,12,No
38,Male,Travel_Rarely,Research & Development,12,2,Life Sciences,4,4,4,Sales Representative,1,Single,11015.0,4,No,21,4,1,1,17,1,2,15,13,3,12,No
28,Male,Travel_Rarely,Research & Development,12,4,Human Resources,1,1,4,Sales Executive,3,Divorced,11441.0,4,No,12,3,4,3,7,3,3,3,3,0,3,No
57,Male,Travel_Rarely,Sales,20,3,Other,3,2,1,Human Resources,2,Single,5534.0,2,No,24,3,3,1,37,3,4,37,34,1,36,No
28,Female,Travel_Rarely,Sales,7,2,Other,3,3,3,Sales Representative,4,Married,5568.0,7,No,20,3,4,1,5,4,1,1,0,1,0,No
53,Female,Travel_Rarely,Research & Development,27,5,Life Sciences,1,3,4,Manufacturing Director,4,Single,12688.0,8,No,18,3,2,2,30,4,2,29,26,3,27,No
56,Female,Travel_Rarely,Research & Development,10,5,Marketing,1,1,1,Manufacturing Director,2,Divorced,7069.0,5,Yes,16,4,2,2,35,6,3,34,34,1,31,No
57,Female,Travel_Rarely,Research & Development,29,4,Life Sciences,4,3,2,Research Scientist,3,Single,10276.0,5,No,24,3,2,1,37,1,2,34,32,2,31,No
52,Male,Travel_Frequently,Human Resources,5,3,Marketing,4,2,1,Manager,4,Divorced,6679.0,1,No,25,3,1,3,34,0,3,30,27,3,29,No
51,Female,Travel_Rarely,Human Resources,20,4,Human Resources,2,1,1,Laboratory Technician,2,Married,6989.0,1,No,13,3,1,1,32,3,3,26,23,1,24,Yes
41,Male,Non-Travel,Research & Development,20,3,Medical,2,4,1,Sales Executive,1,Single,4865.0,5,No,23,3,4,0,19,2,3,16,15,0,14,Yes
39,Female,Travel_Rarely,Research & Development,11,1,Medical,4,2,4,Healthcare Representative,3,Single,13754.0,7,No,25,3,4,3,21,4,4,15,14,2,11,No
22,Male,Travel_Frequently,Sales,28,2,Marketing,2,2,1,Manager,3,Married,1626.0,1,No,23,3,1,3,1,6,1,0,0,0,0,Yes
50,Male,Travel_Rarely,Research & Development,2,3,Technical Degree,2,3,2,Healthcare Representative,4,Married,7085.0,8,No,11,3,3,1,28,3,4,27,25,2,27,No
53,Female,Non-Travel,Human Resources,24,4,Medical,1,2,4,Healthcare Representative,3,Divorced,14907.0,8,No,15,3,4,0,34,6,1,31,31,3,30,No
37,Female,Travel_Rarely,Sales,16,1,Other,4,2,2,Research Director,4,Single,6457.0,3,No,22,4,4,1,18,5,3,17,17,0,16,No
36,Female,Travel_Frequently,Sales,12,4,Life Sciences,1,4,5,Sales Executive,4,Single,13318.0,3,No,21,3,2,0,16,1,1,9,8,2,8,No
52,Female,Travel_Rarely,Research & Development,16,5,Human Resources,1,3,1,Research Director,2,Single,6118.0,3,No,12,3,4,3,30,6,4,30,29,4,29,No
60,Female,Travel_Rarely,Sales,4,5,Technical Degree,2,2,4,Sales Representative,4,Single,15463.0,4,No,23,4,4,1,40,3,2,34,33,4,34,No
34,Female,Travel_Rarely,Sales,2,2,Other,1,3,4,Sales Executive,1,Married,9963.0,7,Yes,12,3,3,0,16,3,4,12,9,2,12,No
60,Female,Travel_Rarely,Research & Development,25,2,Life Sciences,3,2,1,Human Resources,3,Single,5231.0,1,Yes,19,4,4,2,37,1,4,30,29,2,26,No
51,Male,Travel_Rarely,Sales,29,1,Other,2,4,3,Manufacturing Director,4,Single,11966.0,4,No,21,3,3,3,28,4,4,21,18,1,18,No
26,Female,Non-Travel,Sales,28,5,Technical Degree,3,3,3,Sales Representative,3,Single,7273.0,1,No,23,3,2,3,3,4,4,0,0,0,0,No
43,Male,Travel_Rarely,Research & Development,10,3,Marketing,2,3,2,Laboratory Technician,4,Divorced,8515.0,7,No,25,3,1,2,21,2,4,20,18,0,16,No
19,Male,Travel_Rarely,Research & Development,13,5,Life Sciences,1,4,1,Research Director,2,Divorced,3336.0,0,No,20,3,2,0,0,2,1,0,0,0,0,Yes
26,Female,Travel_Rarely,Research & Development,23,2,Other,2,1,1,Manufacturing Director,1,Divorced,2575.0,6,No,17,3,3,3,8,4,1,2,0,0,0,No
